10662,1,95.5,2000-09-06
10663,1,77.22,2000-09-22
10665,1,52.2,2000-05-08
10667,1,48.88,2000-06-05
10669,1,39.31,2000-01-23
10670,1,72.44,2000-10-12
10672,1,78.85,2000-04-17
10673,1,94.03,2000-01-23
10674,1,76.86,2000-07-08
10676,1,74.8,2000-10-31
10677,1,94.89,2000-03-28
10680,1,69.48,2000-05-31
10683,1,57.55,2000-10-25
10684,1,39.52,2000-06-03
10686,1,68.39,2000-07-13
10688,1,58.02,2000-09-26
10689,1,67.45,2000-09-06
10690,1,59.32,2000-04-28
10692,1,48.25,2000-01-07
10693,1,35.77,2000-05-11
10694,1,45.38,2000-09-14
10695,1,40.3,2000-02-25
10696,1,57.19,2000-07-22
10698,1,40.61,2000-08-16
10699,1,55.87,2000-02-26
10700,1,96.06,2000-04-29
10702,1,58.08,2000-08-25
10704,1,40.41,2000-04-19
10705,1,37.85,2000-02-13
10706,1,55.44,2000-07-15
10708,1,42.48,2000-02-28
10709,1,92.67,2000-08-21
10710,1,78.51,2000-09-17
10711,1,57.69,2000-10-14
10712,1,89.47,2000-07-10
10713,1,80.7,2000-11-23
10716,1,72.92,2000-03-08
10718,1,39.72,2000-01-14
10721,1,80.88,2000-11-15
10722,1,66.58,2000-06-01
10723,1,37.16,2000-01-27
10725,1,95.48,2000-06-06
10726,1,52.56,2000-06-23
10727,1,39.38,2000-03-11
10728,1,75.24,2000-05-21
10729,1,75.06,2000-08-07
10730,1,48.94,2000-12-12
10731,1,54.37,2000-08-07
10732,1,92.64,2000-11-28
10733,1,70.8,2000-11-23
10735,1,78.83,2000-01-10
10736,1,95.37,2000-11-11
10738,1,92.62,2000-08-07
10739,1,35.61,2000-10-28
10740,1,42.94,2000-04-19
10741,1,95.33,2000-03-31
10744,1,56.25,2000-03-14
10745,1,36.06,2000-03-17
10746,1,78.9,2000-03-04
10747,1,74.62,2000-06-03
10749,1,73.67,2000-12-28
10752,1,60.99,2000-11-10
10753,1,51.0,2000-06-19
10756,1,66.38,2000-06-22
10757,1,49.26,2000-11-23
10758,1,38.53,2000-10-09
10759,1,88.78,2000-08-10
10760,1,40.06,2000-08-11
10761,1,62.11,2000-03-01
10764,1,66.71,2000-03-17
10765,1,52.4,2000-09-14
10766,1,95.16,2000-07-03
10767,1,36.44,2000-03-30
10768,1,35.89,2000-02-03
10769,1,53.93,2000-07-10
10771,1,48.14,2000-09-15
10772,1,98.84,2000-04-14
10773,1,44.66,2000-01-31
10774,1,59.06,2000-12-25
10776,1,51.89,2000-01-10
10779,1,59.29,2000-10-23
10780,1,85.07,2000-07-10
10781,1,82.8,2000-09-03
10783,1,96.69,2000-01-14
10784,1,69.93,2000-09-19
10785,1,58.54,2000-05-02
10786,1,82.93,2000-11-30
10787,1,48.78,2000-05-24
10788,1,80.43,2000-04-02
10789,1,89.17,2000-04-05
10790,1,70.43,2000-09-03
10791,1,35.61,2000-06-29
10792,1,42.63,2000-04-19
10793,1,89.52,2000-03-26
10796,1,51.02,2000-06-06
10797,1,77.13,2000-04-05
10800,1,44.6,2000-01-18
10802,1,82.02,2000-03-22
10803,1,71.59,2000-06-07
10805,1,73.32,2000-04-11
10806,1,95.22,2000-10-30
10807,1,49.31,2000-04-08
10808,1,79.87,2000-08-27
10809,1,73.7,2000-01-10
10810,1,81.46,2000-08-08
10811,1,84.54,2000-04-04
10812,1,73.13,2000-06-14
10814,1,83.68,2000-07-15
10816,1,79.96,2000-12-16
10818,1,48.26,2000-08-11
10819,1,42.68,2000-07-28
10820,1,76.54,2000-05-29
10821,1,70.24,2000-08-06
10822,1,45.71,2000-09-17
10823,1,36.31,2000-02-23
10824,1,78.52,2000-05-16
10825,1,65.11,2000-10-19
10827,1,92.15,2000-12-18
10828,1,76.97,2000-09-15
10830,1,35.46,2000-06-20
10831,1,76.24,2000-05-13
10833,1,71.17,2000-04-26
10834,1,88.19,2000-08-08
10835,1,35.04,2000-08-06
10836,1,72.05,2000-12-14
10837,1,53.54,2000-09-26
10838,1,68.9,2000-06-16
10840,1,97.77,2000-02-28
10842,1,52.47,2000-05-18
10843,1,86.83,2000-06-27
10844,1,77.53,2000-11-15
10845,1,91.58,2000-03-31
10846,1,42.32,2000-10-31
10847,1,79.84,2000-08-12
10848,1,36.02,2000-02-25
10849,1,65.83,2000-05-06
10854,1,41.98,2000-09-23
10857,1,75.6,2000-09-29
10858,1,43.99,2000-07-16
10859,1,55.48,2000-07-28
10860,1,58.25,2000-01-19
10864,1,71.34,2000-06-21
10865,1,62.39,2000-02-25
10866,1,43.37,2000-08-29
10867,1,62.55,2000-03-08
10868,1,98.02,2000-07-27
10869,1,99.39,2000-03-09
10872,1,41.23,2000-01-15
10873,1,47.25,2000-12-09
10875,1,81.37,2000-09-20
10877,1,82.95,2000-08-07
10879,1,62.52,2000-01-20
10880,1,94.1,2000-12-17
10883,1,77.77,2000-02-23
10884,1,91.27,2000-06-12
10888,1,92.09,2000-12-27
10889,1,42.39,2000-08-20
10890,1,76.5,2000-03-16
10891,1,72.04,2000-03-15
10892,1,80.28,2000-12-28
10893,1,76.9,2000-01-13
10894,1,38.6,2000-09-26
10895,1,41.34,2000-09-17
10896,1,38.07,2000-12-03
10897,1,51.29,2000-02-17
10899,1,44.9,2000-01-30
10900,1,65.87,2000-01-01
10901,1,47.41,2000-04-15
10904,1,70.12,2000-06-24
10908,1,80.19,2000-02-12
10909,1,90.54,2000-08-29
10910,1,98.55,2000-07-16
10911,1,57.51,2000-04-21
10913,1,93.93,2000-06-03
10915,1,58.33,2000-04-22
10917,1,99.09,2000-02-18
10918,1,81.89,2000-07-22
10919,1,64.17,2000-06-02
10920,1,82.13,2000-12-12
10921,1,82.93,2000-04-04
10922,1,36.58,2000-05-15
10923,1,48.59,2000-09-18
10924,1,94.07,2000-04-12
10925,1,50.02,2000-11-11
10929,1,80.8,2000-12-19
10931,1,49.27,2000-11-05
10933,1,53.66,2000-10-07
10936,1,57.27,2000-03-16
10937,1,49.26,2000-03-29
10939,1,45.74,2000-10-24
10940,1,84.7,2000-11-04
10941,1,97.7,2000-09-13
10942,1,94.05,2000-10-09
10944,1,97.97,2000-03-29
10945,1,93.1,2000-03-04
10946,1,87.19,2000-02-18
10948,1,71.51,2000-01-21
10949,1,89.93,2000-05-29
10950,1,65.03,2000-04-08
10953,1,98.32,2000-09-01
10954,1,57.31,2000-11-26
10956,1,58.51,2000-09-27
10957,1,76.44,2000-09-13
10960,1,92.3,2000-08-04
10961,1,42.41,2000-11-02
10962,1,74.99,2000-08-08
10963,1,43.2,2000-12-07
10964,1,45.95,2000-05-08
10965,1,84.26,2000-03-30
10966,1,87.4,2000-06-24
10968,1,55.51,2000-04-28
10970,1,60.36,2000-04-30
10974,1,90.79,2000-04-04
10978,1,44.53,2000-03-28
10980,1,72.45,2000-06-17
10981,1,99.72,2000-03-26
10982,1,42.66,2000-04-13
10984,1,63.21,2000-10-20
10985,1,83.98,2000-09-29
10987,1,50.83,2000-06-17
10991,1,87.13,2000-01-25
10994,1,84.04,2000-02-07
10995,1,93.42,2000-11-21
10998,1,41.96,2000-09-30
