1,1,44.35,2000-07-04
3,1,70.52,2000-08-16
5,1,94.69,2000-08-29
6,1,90.41,2000-09-30
7,1,65.68,2000-04-09
9,1,58.7,2000-04-27
12,1,86.43,2000-04-02
14,1,41.79,2000-05-31
15,1,95.26,2000-11-03
17,1,85.06,2000-12-21
19,1,59.29,2000-08-03
21,1,47.58,2000-05-31
24,1,86.58,2000-06-19
27,1,43.15,2000-11-29
28,1,80.64,2000-06-02
29,1,43.91,2000-10-08
31,1,65.34,2000-10-12
32,1,65.5,2000-12-02
33,1,56.34,2000-07-03
34,1,81.06,2000-04-19
36,1,97.1,2000-03-11
37,1,48.0,2000-04-11
38,1,38.19,2000-07-25
39,1,93.6,2000-03-20
43,1,36.36,2000-09-24
45,1,97.27,2000-03-14
46,1,36.49,2000-04-03
49,1,49.53,2000-05-13
50,1,41.47,2000-05-18
51,1,42.19,2000-12-06
53,1,60.16,2000-06-28
54,1,87.28,2000-07-14
56,1,36.87,2000-07-29
57,1,47.88,2000-02-12
58,1,77.77,2000-01-16
59,1,46.8,2000-10-04
60,1,89.26,2000-01-22
61,1,74.64,2000-04-13
64,1,75.04,2000-03-19
68,1,49.92,2000-01-06
69,1,76.64,2000-06-14
71,1,41.53,2000-12-03
73,1,35.13,2000-06-06
75,1,85.34,2000-12-05
76,1,83.86,2000-06-24
79,1,96.55,2000-05-11
80,1,85.68,2000-10-01
81,1,59.03,2000-01-12
82,1,50.45,2000-11-08
84,1,63.14,2000-06-27
85,1,54.73,2000-09-08
86,1,71.56,2000-09-02
87,1,67.05,2000-07-24
89,1,64.26,2000-07-04
90,1,52.1,2000-09-08
92,1,48.47,2000-12-18
95,1,60.33,2000-05-11
96,1,88.16,2000-12-08
101,1,60.62,2000-02-15
102,1,46.9,2000-08-28
103,1,45.62,2000-05-16
104,1,44.56,2000-02-29
105,1,36.17,2000-09-27
106,1,86.23,2000-08-03
108,1,68.44,2000-01-06
109,1,84.56,2000-05-18
110,1,90.74,2000-02-02
111,1,63.0,2000-04-08
112,1,80.39,2000-05-03
113,1,60.46,2000-01-02
115,1,36.17,2000-03-22
116,1,59.78,2000-02-19
118,1,56.21,2000-10-09
119,1,75.94,2000-06-27
120,1,37.01,2000-04-30
122,1,41.66,2000-05-26
124,1,92.94,2000-01-26
125,1,38.96,2000-06-08
128,1,69.91,2000-04-07
129,1,37.0,2000-09-10
130,1,73.81,2000-10-07
131,1,69.33,2000-05-19
132,1,53.0,2000-04-27
133,1,83.03,2000-09-06
135,1,63.22,2000-09-23
136,1,96.26,2000-12-20
137,1,59.93,2000-11-23
138,1,72.37,2000-04-21
139,1,35.72,2000-09-14
141,1,96.16,2000-05-09
142,1,81.77,2000-09-27
143,1,88.3,2000-11-12
144,1,41.74,2000-10-23
145,1,98.36,2000-08-24
146,1,93.19,2000-12-22
147,1,85.42,2000-09-23
148,1,84.28,2000-01-30
150,1,60.52,2000-09-18
151,1,56.57,2000-11-15
153,1,63.06,2000-11-27
155,1,48.81,2000-01-23
156,1,82.8,2000-04-04
158,1,99.5,2000-08-07
159,1,85.13,2000-03-02
161,1,49.88,2000-10-30
162,1,50.63,2000-01-01
164,1,92.31,2000-01-24
165,1,36.5,2000-06-04
166,1,62.59,2000-07-17
167,1,60.73,2000-06-30
168,1,90.66,2000-07-18
169,1,75.88,2000-11-22
173,1,48.69,2000-11-11
174,1,76.59,2000-11-04
177,1,66.57,2000-09-22
178,1,71.6,2000-02-22
179,1,61.33,2000-02-25
181,1,42.43,2000-03-17
183,1,84.65,2000-06-26
185,1,98.72,2000-05-28
186,1,62.8,2000-09-19
190,1,61.02,2000-02-22
194,1,82.38,2000-09-26
196,1,89.21,2000-08-14
199,1,86.83,2000-09-22
202,1,88.28,2000-08-06
203,1,43.8,2000-08-13
204,1,37.75,2000-05-03
206,1,97.22,2000-07-13
207,1,40.28,2000-04-06
208,1,90.31,2000-03-22
209,1,53.41,2000-11-05
211,1,57.71,2000-09-22
212,1,78.28,2000-09-13
213,1,67.98,2000-10-21
214,1,86.99,2000-12-24
215,1,40.99,2000-05-27
216,1,95.9,2000-11-01
217,1,53.29,2000-04-12
218,1,49.33,2000-10-25
219,1,57.73,2000-01-05
220,1,52.82,2000-11-07
221,1,83.97,2000-02-01
228,1,35.9,2000-11-14
229,1,81.29,2000-03-06
231,1,73.12,2000-06-22
232,1,97.65,2000-03-26
233,1,97.29,2000-03-06
234,1,69.65,2000-04-27
235,1,47.82,2000-07-06
236,1,81.75,2000-11-06
238,1,97.46,2000-07-13
239,1,46.52,2000-04-11
243,1,71.89,2000-06-27
244,1,48.3,2000-02-16
245,1,70.66,2000-01-12
248,1,82.37,2000-06-11
249,1,45.14,2000-10-13
252,1,51.81,2000-12-07
253,1,37.4,2000-10-13
254,1,44.2,2000-07-06
256,1,63.57,2000-02-23
257,1,78.77,2000-09-26
259,1,57.23,2000-01-23
260,1,66.47,2000-09-03
261,1,47.95,2000-04-17
267,1,50.1,2000-04-20
268,1,49.06,2000-08-06
269,1,81.28,2000-08-27
273,1,59.15,2000-10-08
274,1,45.76,2000-08-23
275,1,37.03,2000-05-07
276,1,91.84,2000-10-21
278,1,94.07,2000-01-22
279,1,82.87,2000-07-12
281,1,82.65,2000-09-24
283,1,36.12,2000-03-11
285,1,95.76,2000-08-17
286,1,62.12,2000-11-24
288,1,92.47,2000-09-11
289,1,90.45,2000-07-14
290,1,86.23,2000-11-30
292,1,85.67,2000-07-07
296,1,54.76,2000-12-01
299,1,86.66,2000-06-11
300,1,39.65,2000-12-30
301,1,73.47,2000-12-25
302,1,38.96,2000-09-19
303,1,79.02,2000-10-16
304,1,50.74,2000-07-29
305,1,52.92,2000-10-22
306,1,48.85,2000-03-19
307,1,51.84,2000-10-17
308,1,45.26,2000-03-14
309,1,93.4,2000-08-28
310,1,67.31,2000-09-10
311,1,38.24,2000-04-12
313,1,49.5,2000-10-27
314,1,54.07,2000-01-02
315,1,81.89,2000-09-08
316,1,69.3,2000-01-11
317,1,79.59,2000-05-16
318,1,88.5,2000-11-07
319,1,65.25,2000-11-10
320,1,43.15,2000-09-04
324,1,64.64,2000-12-22
325,1,57.31,2000-04-20
328,1,78.0,2000-06-18
330,1,85.24,2000-06-28
331,1,36.15,2000-10-13
333,1,47.57,2000-08-11
335,1,89.52,2000-09-28
336,1,55.59,2000-03-31
337,1,50.58,2000-01-13
338,1,60.68,2000-06-04
339,1,97.79,2000-10-04
341,1,45.19,2000-10-05
342,1,51.96,2000-12-21
343,1,80.44,2000-09-02
344,1,60.72,2000-01-02
347,1,51.28,2000-08-08
349,1,88.33,2000-12-01
350,1,65.22,2000-08-29
351,1,44.17,2000-04-12
352,1,52.26,2000-05-14
353,1,95.32,2000-07-03
